"","Ortho","Phono","Length","LogFreq","meanRT","accuracy"
"15939","hatred","hetr@d",6,8.78,662.428571428571,0.933333333333333
"15940","hats","hats",4,7.85,522.214285714286,1
"15941","hatter","hat#",6,6.64,681.413793103448,0.966666666666667
"15942","hatters","hat#z",7,4.43,696.826086956522,0.821428571428571
"15943","haughtily","hOt@li",9,3.5,985.84,0.806451612903226
"15944","haughtiness","hOtin@s",11,3.22,853.481481481482,0.931034482758621
"15945","haughty","hOti",7,5.53,712.857142857143,0.75
"15946","haul","hOl",4,7.57,616.566666666667,1
"15947","haulage","hOlIJ",7,2.77,953.052631578947,0.678571428571429
"15948","hauled","hOld",6,6.69,595.266666666667,1
"15949","hauling","hOlIN",7,6.52,625.233333333333,1
"15950","hauls","hOlz",5,5.07,682.206896551724,0.966666666666667
"15951","haunch","hOnC",6,2.77,653.565217391304,0.821428571428571
"15952","haunches","hOnC@z",8,5.33,750.692307692308,0.866666666666667
"15953","haunt","hOnt",5,6.86,899.21875,1
"15954","haunted","hOnt@d",7,7.56,624.392857142857,0.96551724137931
"15955","haunting","hOntIN",8,7.87,715.846153846154,0.962962962962963
"15956","haunts","hOnts",6,5.69,633,0.96875
"15957","Havana","h@van@",6,6.47,717.433333333333,1
"15958","have","hav",4,14.92,585.966666666667,1
"15959","haven","hevn",5,8.61,666.192307692308,0.928571428571429
"15960","havens","hevnz",6,6.11,717.04,0.892857142857143
"15961","having","havIN",6,12.03,591.428571428571,1
"15962","havoc","hav@k",5,7.35,707.8,0.967741935483871
"15963","haw","hO",3,6.32,641.615384615385,0.896551724137931
"15964","Hawaii","h@w!i",6,9.18,624.48275862069,1
"15965","Hawaiian","h@w!@n",8,7.95,686.870967741935,1
"15966","hawing","hOIN",6,4.01,712.761904761905,0.724137931034483
"15967","hawk","hOk",4,8.19,582.666666666667,0.967741935483871
"15968","hawked","hOkt",6,3.87,639.7,0.967741935483871
"15969","hawker","hOk#",6,4.95,619.034482758621,1
"15970","hawkers","hOk#z",7,4.33,682.5,0.933333333333333
"15971","hawks","hOks",5,7.17,582.655172413793,1
"15972","hay","he",3,9.45,645.827586206897,1
"15973","Haydn","h!dn",5,6.17,917.157894736842,0.655172413793103
"15974","Hayes","hez",5,8.78,607.678571428571,1
"15975","hayfork","hefOrk",7,1.79,749.9,0.967741935483871
"15976","haystack","hestak",8,5.26,661.185185185185,0.964285714285714
"15977","haystacks","hestaks",9,3.74,701.185185185185,0.964285714285714
"15978","haywire","hew!r",7,5.5,594.814814814815,0.931034482758621
"15979","hazard","haz#d",6,7.97,632.518518518518,0.9
"15980","hazardous","haz#t@s",9,7.64,621.642857142857,1
"15981","hazards","haz#dz",7,7.55,606.107142857143,1
"15982","haze","hez",4,6.84,560.655172413793,1
"15983","hazel","hezL",5,7.25,670.592592592593,0.931034482758621
"15984","hazelnuts","hezLnVts",9,4.08,761.516129032258,0.96875
"15985","hazes","hez@z",5,2.2,617.666666666667,0.964285714285714
"15986","hazy","hezi",4,6.6,612.571428571429,0.933333333333333
"15987","he","hi",2,13.98,807.65625,0.96969696969697
"15988","head","hEd",4,11.6,606.709677419355,1
"15989","headache","hEtek",8,7.88,622.766666666667,1
"15990","headaches","hEteks",9,7.79,606.296296296296,1
"15991","headband","hEdband",8,5.04,685.56,0.892857142857143
"15992","headboard","hEdbOrd",9,5.3,580.285714285714,1
"15993","headcheese","hEdCiz",10,3.3,860.033333333333,1
"15994","headdress","hEddrEs",9,4.34,877.666666666667,0.964285714285714
"15995","headed","hEt@d",6,9.07,618.066666666667,1
"15996","header","hEt#",6,10,688.466666666667,1
"15997","headfirst","hEdf#st",9,4.23,788.4,0.967741935483871
"15998","headgear","hEdgIr",8,5.22,711.333333333333,0.964285714285714
"15999","headhunter","hEdhVnt#",10,5.33,637.266666666667,1
"16000","heading","hEtIN",7,9.07,643.413793103448,1
"16001","headings","hEtINz",8,7.2,597.666666666667,1
"16002","headlamp","hEdlamp",8,4.28,888.642857142857,0.933333333333333
"16003","headland","hEdl@nd",8,5.51,694.068965517241,0.935483870967742
"16004","headlands","hEdl@ndz",9,3.69,740.038461538462,0.896551724137931
"16005","headless","hEdl@s",8,7.42,622.666666666667,1
"16006","headlight","hEdl!t",9,6.31,673.214285714286,1
"16007","headlights","hEdl!ts",10,6.96,651.967741935484,1
"16008","headline","hEdl!n",8,7.59,602.931034482759,1
"16009","headlines","hEdl!nz",9,7.38,645.75,0.933333333333333
"16010","headlining","hEdl!nIN",10,4.66,813.071428571429,0.903225806451613
"16011","headlong","hEdlON",8,5.54,676.774193548387,1
"16012","headman","hEdm@n",7,3.76,636.185185185185,0.931034482758621
"16013","headmaster","hEdmast#",10,5.73,621.785714285714,1
"16014","headmistress","hEdmIstr@s",12,3.91,863.392857142857,0.96551724137931
"16015","headphones","hEdfonz",10,7.16,654.068965517241,1
"16016","headpiece","hEdpis",9,4.67,638.9,1
"16017","headquarter","hEdkwOrt#",11,5.07,667.62962962963,1
"16018","headquarters","hEdkwOrt#z",12,8.98,659.620689655172,1
"16019","headrest","hEdrEst",8,3.56,715.392857142857,1
"16020","headroom","hEdrum",8,6.29,635.75,0.933333333333333
"16021","heads","hEdz",5,9.79,617.51724137931,1
"16022","headset","hEdsEt",7,6.83,631.1,1
"16023","headstand","hEdstand",9,2.2,657.642857142857,0.96551724137931
"16024","headstands","hEdstandz",10,2.3,814.821428571429,0.933333333333333
"16025","headstone","hEdston",9,5.65,673.966666666667,1
"16026","headstones","hEdstonz",10,3.89,629.233333333333,1
"16027","headstrong","hEdstrON",10,4.62,585.206896551724,1
"16028","headwaters","hEdwOt#z",10,4.62,717.827586206897,1
"16029","headway","hEdwe",7,5.85,656.392857142857,0.933333333333333
"16030","headwind","hEdwInd",8,4.34,801.321428571429,0.933333333333333
"16031","heady","hEti",5,5.67,623.136363636364,0.733333333333333
"16032","heal","hil",4,8.37,609.483870967742,1
"16033","healed","hild",6,7.54,704.857142857143,1
"16034","healer","hil#",6,8.04,624.28,0.925925925925926
"16035","healing","hilIN",7,9.1,624.448275862069,0.935483870967742
"16036","health","hElT",6,11.02,562.777777777778,0.931034482758621
"16037","healthful","hElTfL",9,4.87,756.481481481482,0.931034482758621
"16038","healthier","hElTi#",9,7.13,803.142857142857,0.96551724137931
"16039","healthiest","hElTiIst",10,5.16,690.357142857143,0.96551724137931
"16040","healthily","hElT@li",9,3.64,753.166666666667,0.827586206896552
"16041","healthy","hElTi",7,9.5,613.6,1
"16042","heap","hip",4,8.37,705.966666666667,0.967741935483871
"16043","heaped","hipt",6,5.51,655.16,0.862068965517241
"16044","heaps","hips",5,6.78,709.566666666667,0.967741935483871
"16045","hear","hIr",4,11.41,606.642857142857,0.96551724137931
"16046","heard","h#d",5,11.8,627.464285714286,0.96551724137931
"16047","hearer","hIr#",6,4.65,705.033333333333,1
"16048","hearers","hIr#z",7,4.25,823.758620689655,1
"16049","hearing","hIrIN",7,10.27,604.892857142857,0.933333333333333
"16050","hearings","hIrINz",8,7.95,687.4,1
"16051","hearken","hArk@n",7,4.19,715.095238095238,0.724137931034483
"16052","hears","hIrz",5,7.82,583.25,0.96551724137931
"16053","hearsay","hIrse",7,6.86,802.259259259259,0.870967741935484
"16054","hearse","h#s",6,5.08,799.75,0.857142857142857
"16055","heart","hArt",5,10.73,587.413793103448,1
"16056","heartache","hArtek",9,5.49,691.066666666667,1
"16057","heartbeat","hArtbit",9,7.23,669.892857142857,0.96551724137931
"16058","heartbreak","hArtbrek",10,6.05,628.892857142857,1
"16059","heartbreaking","hArtbrekIN",13,5.23,657.733333333333,1
"16060","heartbroken","hArtbrok@n",11,5.16,636.862068965517,1
"16061","heartburn","hArtb#n",9,5.56,647.413793103448,1
"16062","hearten","hArtn",7,0.69,744.148148148148,1
"16063","heartening","hArtnIN",10,5.15,792.814814814815,0.9
"16064","heartfelt","hArtfElt",9,6.24,679.7,1
"16065","hearth","hArT",6,6.04,813,0.931034482758621
"16066","hearthrug","hArTrVg",9,0,994.875,0.551724137931034
"16067","heartiest","hArtiIst",9,2.94,841.3,0.9375
"16068","heartily","hArt@li",8,7.02,824.173913043478,0.821428571428571
"16069","heartless","hArtl@s",9,6.48,604,1
"16070","heartrending","hArtrEntIN",12,2.94,1026.7619047619,0.724137931034483
"16071","hearts","hArts",6,8.99,593.357142857143,0.96551724137931
"16072","heartsick","hArtsIk",9,2.64,690.173913043478,0.793103448275862
"16073","heartstrings","hArtstrINz",12,4.08,901.709677419355,1
"16074","heartthrob","hArtTrAb",10,3.43,720.571428571429,0.96551724137931
"16075","heartwarming","hArtwOrmIN",12,4.49,764.967741935484,1
"16076","hearty","hArti",6,6.45,677.354838709677,0.96875
"16077","heat","hit",4,10.25,737.92,0.892857142857143
"16078","heated","hit@d",6,8.14,647.033333333333,1
"16079","heatedly","hit@dli",8,4.17,863,0.964285714285714
"16080","heater","hit#",6,7.69,649.233333333333,1
"16081","heaters","hit#z",7,6.43,707.857142857143,1
"16082","heathen","hiDn",7,6.55,831.769230769231,0.928571428571429
"16083","heathendom","hiDnd@m",10,0,1444.09523809524,0.724137931034483
"16084","heathenish","hiDnIS",10,2.3,1160.81818181818,0.814814814814815
"16085","heather","hED#",7,8.49,616.962962962963,0.964285714285714
"16086","heating","hitIN",7,8.16,744.5,1
"16087","heatstroke","hitstrok",10,3.04,954.409090909091,0.758620689655172
"16088","heatwave","hitwev",8,5.02,876.357142857143,0.96551724137931
"16089","heave","hiv",5,5.7,777.285714285714,0.96551724137931
"16090","heaved","hivd",6,5.59,889.44,0.862068965517241
"16091","heaven","hEvn",6,9.7,609.714285714286,1
"16092","heavenly","hEvnli",8,7.82,689.375,1
"16093","heavens","hEvnz",7,7.64,688.51724137931,1
"16094","heavensent","hEv@nsEnt",10,0,1008.10714285714,0.933333333333333
"16095","heavenward","hEvnw#d",10,2.89,886.607142857143,0.903225806451613
"16096","heavenwards","hEvnw#dz",11,1.39,1059.42857142857,0.96551724137931
"16097","heaves","hivz",6,4.83,857.826086956522,0.821428571428571
"16098","heavier","hEvi#",7,8.22,624.7,0.967741935483871
"16099","heaviest","hEviIst",8,6.26,653.413793103448,1
"16100","heavily","hEv@li",7,9.34,696.481481481482,0.964285714285714
"16101","heaviness","hEvin@s",9,4.85,607.25,1
"16102","heaving","hivIN",7,6.17,660.192307692308,0.928571428571429
"16103","heavy","hEvi",5,10.4,579,1
"16104","heavyhearted","hEvihArtId",12,0,778.793103448276,1
"16105","heavyweight","hEviwet",11,6.78,665.612903225806,1
"16106","Hebraic","hIbreIk",7,3.37,1269.3,0.357142857142857
"16107","Hebrew","hibru",6,8.78,708.161290322581,1
"16108","Hebrews","hibruz",7,6.76,691.551724137931,0.966666666666667
"16109","heck","hEk",4,9.47,563.41935483871,1
"16110","heckle","hEkL",6,4.57,605.068965517241,1
"16111","hectare","hEktEr",7,4.93,743.944444444444,0.6
"16112","hectic","hEktIk",6,6.17,715.357142857143,1
"16113","Hector","hEkt#",6,7.13,579.321428571429,1
"16114","hedge","hEJ",5,6.68,632.137931034483,1
"16115","hedged","hEJd",6,4.45,674.964285714286,0.96551724137931
"16116","hedgehog","hEJhOg",8,6.89,811.28125,1
"16117","hedgerow","hEJro",8,3.4,872.611111111111,0.6
"16118","hedges","hEJ@z",6,7.94,694.838709677419,1
"16119","hedonism","hidnIzm",8,5.69,903.705882352941,0.607142857142857
"16120","hedonist","hidnIst",8,4.88,942.521739130435,0.793103448275862
"16121","hedonistic","hidnIstIk",10,4.85,1088.16,0.862068965517241
"16122","heed","hid",4,6.96,737.785714285714,0.933333333333333
"16123","heeded","hit@d",6,5.48,632.137931034483,0.966666666666667
"16124","heedless","hidl@s",8,4.78,721.230769230769,0.928571428571429
"16125","heehaw","hihO",6,1.1,668,0.931034482758621
"16126","heel","hil",4,8.38,608.758620689655,1
"16127","heels","hilz",5,8.44,615.633333333333,1
"16128","hefted","hEft@d",6,4.25,752.366666666667,0.967741935483871
"16129","hefty","hEfti",5,7.06,635.379310344828,0.966666666666667
"16130","Heidelberg","h!tLb#g",10,6.76,971.333333333333,0.6
"16131","heifer","hEf#",6,4.3,848.647058823529,0.607142857142857
"16132","height","h!t",6,9.4,569.241379310345,0.966666666666667
"16133","heighten","h!tn",8,5.53,701.266666666667,1
"16134","heightened","h!tnd",10,6.76,687.148148148148,1
"16135","heightening","h!tnIN",11,4.32,759.741935483871,1
"16136","heights","h!ts",7,8.34,615.035714285714,1
"16137","heinous","hen@s",7,6.94,895.3,0.714285714285714
"16138","heir","Er",4,7.24,738.88,0.806451612903226
"16139","heiress","Er@s",7,4.84,1068.66666666667,0.7
"16140","heirloom","Erlum",8,5.92,824.28,0.892857142857143
"16141","heirs","Erz",5,6.67,739.48,0.892857142857143
"16142","held","hEld",4,10.98,612,0.96875
"16143","Helen","hEl@n",5,8.39,662.448275862069,1
"16144","Helena","hEl@n@",6,7.04,814.166666666667,0.827586206896552
"16145","Helene","hElin",6,5.72,867.714285714286,0.67741935483871
"16146","helicopter","hEl@kApt#",10,8.07,593.48275862069,1
"16147","heliocentric","hiliosEntrIk",12,4.94,1241.4,0.833333333333333
"16148","heliport","hEl@port",8,3.14,917.413793103448,0.935483870967742
"16149","helium","hili@m",6,7.06,688.884615384615,0.962962962962963
"16150","hell","hEl",4,11.03,560.62962962963,1
"16151","hellcat","hElkat",7,5.03,710.366666666667,1
"16152","Hellene","hElin",7,2.83,1141.75,0.516129032258065
"16153","Hellenic","hElinIk",8,6.28,947.789473684211,0.655172413793103
"16154","hellfire","hElf!r",8,7.44,661.535714285714,0.933333333333333
"16155","hellish","hElIS",7,5.97,603.3,1
"16156","hello","h@lo",5,10.64,592.3,1
"16157","helm","hElm",4,8.51,729.896551724138,0.966666666666667
"16158","helmet","hElm@t",6,8.66,633.75,1
"16159","helmets","hElm@ts",7,7.49,622.612903225806,1
"16160","helmsman","hElmzm@n",8,5.02,1091.04,0.862068965517241
"16161","help","hElp",4,12.72,576.074074074074,1
"16162","helped","hElpt",6,9.95,572.166666666667,1
"16163","helper","hElp#",6,7.62,543.333333333333,1
"16164","helpers","hElp#z",7,6.35,545.633333333333,1
"16165","helpful","hElpfL",7,10.18,586.642857142857,0.96551724137931
"16166","helpfully","hElpfLi",9,5.18,680.620689655172,1
"16167","helpfulness","hElpfLn@s",11,4.6,698.161290322581,1
"16168","helping","hElpIN",7,9.75,588.518518518518,1
"16169","helpless","hElpl@s",8,7.88,573.931034482759,0.966666666666667
"16170","helplessly","hElpl@sli",10,6.3,642.931034482759,1
"16171","helplessness","hElpl@sn@s",12,5.88,708.3125,1
"16172","helpmate","hElpmet",8,3.18,825.12,0.833333333333333
"16173","helpmeet","hElpmit",8,2.48,1039.33333333333,0.827586206896552
"16174","helps","hElps",5,10.78,571.266666666667,1
"16175","hem","hEm",3,7.49,615.535714285714,0.96551724137931
"16176","hematite","him@t!t",8,6.1,1298.57894736842,0.612903225806452
"16177","Hemingway","hEmINwe",9,6.48,752.555555555556,0.964285714285714
"16178","hemisphere","hEmIsfIr",10,7.55,705.133333333333,0.967741935483871
"16179","hemispherical","hEmIsfErIkL",13,3.64,897.25,0.888888888888889
"16180","hemline","hEml!n",7,3.53,676.037037037037,0.964285714285714
"16181","hemlock","hEmlAk",7,5.55,686.321428571429,0.96551724137931
"16182","hemlocks","hEmlAks",8,3.22,753.454545454545,1
"16183","hemmed","hEmd",6,4.32,659.892857142857,0.96551724137931
"16184","hemming","hEmIN",7,4.88,713.275862068965,0.966666666666667
"16185","hemoglobin","him@globIn",10,7.17,930.142857142857,0.96551724137931
"16186","hemorrhage","hEm#rIJ",10,5.32,834.677419354839,0.96875
"16187","hemorrhages","hEm#rIJ@z",11,3.18,819.24,0.862068965517241
"16188","hemorrhaging","hEm#rIJIN",12,3.58,1030.90476190476,0.724137931034483
"16189","hemorrhoids","hEm#rYdz",11,4.38,1166.56,0.833333333333333
"16190","hemp","hEmp",4,8.7,578.178571428571,0.933333333333333
"16191","hemstitch","hEmstIC",9,1.1,823,0.96551724137931
"16192","hen","hEn",3,7.17,586.851851851852,0.9
"16193","hence","hEns",5,9.91,657.444444444444,0.931034482758621
"16194","henceforth","hEnsfOrT",10,6.09,663.178571428571,0.96551724137931
"16195","henceforward","hEnsfOrw#d",12,3.14,803.392857142857,1
"16196","henchman","hEnCm@n",8,5.2,689.75,0.857142857142857
"16197","henchmen","hEnCm@n",8,5.8,668.307692307692,0.928571428571429
"16198","henna","hEn@",5,4.38,772.458333333333,0.827586206896552
"16199","henpecked","hEnpEkt",9,2.4,914.620689655172,0.966666666666667
"16200","Henrietta","hEnriEt@",9,6.38,885.066666666667,0.9375
"16201","Henry","hEnri",5,10,623.285714285714,0.933333333333333
"16202","hens","hEnz",4,5.91,681.448275862069,0.935483870967742
"16203","hepatitis","hEp@t!t@s",9,8.12,725.958333333333,0.888888888888889
"16204","her","h#",3,13.3,583.357142857143,1
"16205","herald","hEr@ld",6,7.62,666.857142857143,1
"16206","heralded","hEr@ld@d",8,5.56,846.56,0.862068965517241
"16207","heraldry","hEr@ldri",8,5.78,1341.42105263158,0.655172413793103
"16208","herb","#b",4,8.31,692.233333333333,1
"16209","herbal","#bL",6,7.64,681.366666666667,0.967741935483871
"16210","herbalist","#bLIst",9,4.87,1045.6,0.967741935483871
"16211","Herbert","h#b#t",7,8.24,722.096774193548,1
"16212","herbivore","h#b@vOr",9,4.32,975.964285714286,0.96551724137931
"16213","herbs","#bz",5,7.79,668.241379310345,0.966666666666667
"16214","herculean","h#kj@li@n",9,4.9,946.227272727273,0.758620689655172
"16215","Hercules","h#kj@liz",8,7.89,657.413793103448,1
"16216","herd","h#d",4,7.74,641.035714285714,1
"16217","herded","h#t@d",6,5.28,755.321428571429,0.96551724137931
"16218","herding","h#tIN",7,7.12,681.4,0.967741935483871
"16219","herds","h#dz",5,6.02,644.392857142857,0.96551724137931
"16220","herdsman","h#dzm@n",8,2.77,810.481481481482,0.931034482758621
"16221","here","hIr",4,13.08,591.827586206897,1
"16222","hereabout","hIr@b0t",9,0,931.25,0.933333333333333
"16223","hereabouts","hIr@b0ts",10,4.74,743.285714285714,0.933333333333333
"16224","hereafter","hIraft#",9,6.55,850.354838709677,1
"16225","hereby","hIrb!",6,8.11,706.296296296296,0.964285714285714
"16226","hereditary","h@rEt@tEri",10,6.74,719.5,0.785714285714286
"16227","heredity","h@rEt@ti",8,5.51,663.896551724138,1
"16228","Hereford","hEr@f#d",8,5.47,974.888888888889,0.642857142857143
"16229","herein","hIrIn",6,8.66,889.625,0.533333333333333
"16230","hereinafter","hIrInaft#",11,5.48,1190.88,0.892857142857143
"16231","hereof","hIrVv",6,3.53,910.785714285714,0.933333333333333
"16232","heresy","hEr@si",6,7.11,792.8,0.666666666666667
"16233","heretic","hEr@tIk",7,8.13,782.130434782609,0.793103448275862
"16234","heretical","h#rEtIkL",9,6.07,948.95652173913,0.766666666666667
"16235","heretics","hEr@tIks",8,6.57,922.384615384615,0.962962962962963
"16236","hereto","hIrtu",6,5.11,972.68,0.806451612903226
"16237","heretofore","hIrt@fOr",10,5.8,1202.9375,0.571428571428571
"16238","hereunder","hIrVnt#",9,3.53,1335.90476190476,0.724137931034483
"16239","hereunto","hIrVntu",8,4.34,1133.85714285714,0.7
"16240","hereupon","hIr@pAn",8,1.1,983.551724137931,0.878787878787879
"16241","herewith","hIrwIT",8,5.71,731.862068965517,0.90625
"16242","heritable","hEr@t@bL",9,5.07,837.653846153846,0.962962962962963
"16243","heritage","hEr@t@J",8,8.88,682.2,0.9375
"16244","heritages","hEr@t@J@z",9,4.7,764.259259259259,0.9
"16245","Herman","h#m@n",6,8.06,746.111111111111,0.964285714285714
"16246","hermaphrodite","h#mafr@d!t",13,4.93,1089.52380952381,0.75
"16247","hermetic","h#mEtIk",8,5.27,918.304347826087,0.821428571428571
"16248","hermit","h#m@t",6,6.01,677.518518518518,1
"16249","hermitage","h#m@tIJ",9,4.88,1019.54545454545,0.758620689655172
"16250","hernia","h#ni@",6,5.53,715.444444444444,0.9
"16251","hero","hIro",4,9.68,609.258064516129,1
"16252","Herod","hEr@d",5,5.5,882.666666666667,0.777777777777778
"16253","heroes","hIroz",6,8.91,607.612903225806,1
"16254","heroic","hIroIk",6,7.47,684.379310344828,1
"16255","heroically","hIroIkli",10,4.57,837.913043478261,0.766666666666667
"16256","heroics","hIroIks",7,4.72,798.142857142857,0.933333333333333
"16257","heroin","hEro@n",6,8.19,739.448275862069,1
"16258","heroine","hEro@n",7,6.93,752.75,1
"16259","heroism","hEroIzm",7,7.53,751.230769230769,0.896551724137931
"16260","heron","hEr@n",5,5.82,834.95652173913,0.793103448275862
"16261","herons","hEr@nz",6,4.09,791.12,0.757575757575758
"16262","herpes","h#piz",6,6.87,746.678571428571,0.96551724137931
"16263","herpetology","h#p@tAl@Ji",11,4.8,1225.73684210526,0.655172413793103
"16264","herring","hErIN",7,7.28,832.379310344828,0.935483870967742
"16265","herringbone","hErINbon",11,4.8,986.791666666667,0.827586206896552
"16266","hers","h#z",4,8.14,628.354838709677,1
"16267","herself","h#sElf",7,9.88,611.428571428571,1
"16268","hertz","h#ts",5,6.75,646.148148148148,0.964285714285714
"16269","hesitance","hEz@t@ns",9,2.71,779.64,0.862068965517241
"16270","hesitancy","hEz@t@nsi",9,4.26,998.625,0.857142857142857
"16271","hesitant","hEz@t@nt",8,7.02,692.206896551724,1
"16272","hesitate","hEz@tet",8,8.67,575.185185185185,0.964285714285714
"16273","hesitated","hEz@tet@d",9,6.57,683.612903225806,1
"16274","hesitates","hEz@tets",9,5.28,758.931034482759,0.966666666666667
"16275","hesitating","hEz@tetIN",10,5.11,877.555555555556,0.931034482758621
"16276","hesitatingly","hEz@tetINli",12,3.09,880,0.785714285714286
"16277","hesitation","hEz@teSn",10,7.1,723.75,0.96551724137931
"16278","Hesse","hEs",5,6.29,809.666666666667,0.535714285714286
"16279","Hessian","hESn",7,4.3,1180.64705882353,0.548387096774194
"16280","Hessians","hESnz",8,3.18,984.375,0.533333333333333
"16281","heterodox","hEt#r@dAks",9,4.13,1072.36363636364,0.366666666666667
"16282","heterogeneity","hEt#roJ@ni@ti",13,3.87,1214.64285714286,0.466666666666667
"16283","heterogeneous","hEt#r@Jini@s",13,7.11,1044.76923076923,0.896551724137931
"16284","heterosexual","hEt#r@sEkSu@l",12,8.41,721.448275862069,1
"16285","heterosexuality","hEt#rosEkSual@ti",15,6.25,808.964285714286,1
"16286","heterozygous","hEt#r@z!g@s",12,4.33,1117,0.666666666666667
"16287","heuristic","hjUrIstIk",9,6.11,941.583333333333,0.75
"16288","hew","hju",3,5.24,660.391304347826,0.821428571428571
"16289","hex","hEks",3,8.46,613.322580645161,1
"16290","hexagon","hEks@gAn",7,4.96,716.931034482759,1
"16291","hexagonal","hEksag@nL",9,5.64,899.56,0.862068965517241
"16292","hexagram","hEks@gram",8,3.97,724.862068965517,0.966666666666667
"16293","hexameter","hEksam@t#",9,2.2,1017.72,0.78125
"16294","hey","he",3,10.98,551.035714285714,0.96551724137931
"16295","heyday","hede",6,5.79,642.206896551724,1
"16296","hi","h!",2,11.36,623.892857142857,0.96551724137931
"16297","hiatus","h!et@s",6,6.53,786.88,0.892857142857143
"16298","Hiawatha","h!@wAT@",8,5.33,1004,0.633333333333333
"16299","hibachi","hIbACi",7,2.3,847.730769230769,0.838709677419355
"16300","hibernate","h!b#net",9,4.72,787.285714285714,1
"16301","hibernation","h!b#neSn",11,5.45,774.7,0.967741935483871
"16302","hibiscus","hIbIsk@s",8,4.84,871.95,0.666666666666667
"16303","hiccup","hIkVp",6,5.36,684.407407407407,0.964285714285714
"16304","hiccups","hIkVps",7,5.53,720.551724137931,1
"16305","hick","hIk",4,6.07,618.724137931035,1
"16306","hickory","hIk#ri",7,5.91,639.689655172414,0.966666666666667
"16307","hicks","hIks",5,7.35,565.933333333333,1
"16308","hid","hId",3,7.38,598.689655172414,0.966666666666667
"16309","hidden","hIdn",6,9.81,610.857142857143,1
"16310","hide","h!d",4,9.55,570.096774193548,1
"16311","hideaway","h!t@we",8,5.33,621.740740740741,1
"16312","hideous","hIti@s",7,7.41,643.111111111111,0.931034482758621
"16313","hideously","hIti@sli",9,5.85,757.259259259259,1
"16314","hideout","h!t0t",7,5.47,635.571428571429,0.96551724137931
"16315","hides","h!dz",5,7.59,733.933333333333,0.967741935483871
"16316","hiding","h!tIN",6,8.82,688.709677419355,1
"16317","hierarchical","h!rArkIkL",12,7.6,901.9,0.689655172413793
"16318","hierarchies","h!rArkiz",11,7.9,912.740740740741,0.9
"16319","hierarchy","h!rArki",9,9.52,843.724137931035,0.966666666666667
"16320","hieroglyph","h!r@glIf",10,3.33,1229.94444444444,0.620689655172414
"16321","hieroglyphic","h!r@glIfIk",12,4.33,1252.13636363636,0.785714285714286
"16322","hifalutin","h!f@lutn",9,1.1,939.166666666667,0.2
"16323","high","h!",4,12.13,572.133333333333,1
"16324","highball","h!bOl",8,3.5,667,1
"16325","highboard","h!bOrd",9,0,719.379310344828,1
"16326","highborn","h!bOrn",8,1.61,664.928571428571,1
"16327","highbrow","h!br0",8,4.62,670.928571428571,0.933333333333333
"16328","higher","h!#",6,11.02,593.241379310345,1
"16329","highest","h!Ist",7,9.93,621.322580645161,1
"16330","highfalutin","h!f@lutn",11,2.08,1113.21428571429,0.482758620689655
"16331","highland","h!l@nd",8,7.52,602.214285714286,1
"16332","Highlander","h!l@nt#",10,7.76,741.827586206897,1
"16333","highlands","h!l@ndz",9,6.82,650.111111111111,0.964285714285714
"16334","highlight","h!l!t",9,8.07,633.333333333333,0.964285714285714
"16335","highlighting","h!l!tIN",12,7.22,720.933333333333,1
"16336","highlights","h!l!ts",10,8.29,589.586206896552,1
"16337","highly","h!li",6,10.61,667.785714285714,1
"16338","highness","h!n@s",8,5.55,652.111111111111,0.931034482758621
"16339","highroad","h!rod",8,1.1,772.5,1
"16340","highs","h!z",5,7.25,664.451612903226,1
"16341","highschool","h!skul",10,6.57,594.233333333333,0.967741935483871
"16342","highway","h!we",7,9.33,608.206896551724,0.966666666666667
"16343","highwayman","h!wem@n",10,3.71,805.966666666667,1
"16344","highways","h!wez",8,7.47,717.58064516129,1
"16345","hijack","h!Jak",6,5.48,634.620689655172,1
"16346","hijacked","h!Jakt",8,5.51,705.615384615385,0.928571428571429
"16347","hijackers","h!Jak#z",9,3.91,661.464285714286,1
"16348","hijacking","h!JakIN",9,5.19,650.2,1
"16349","hike","h!k",4,7.78,565.4,1
"16350","hiked","h!kt",5,6.17,566,0.928571428571429
"16351","hiker","h!k#",5,6.9,577.133333333333,1
"16352","hikes","h!ks",5,6.77,605.833333333333,1
"16353","hiking","h!kIN",6,8.04,585.533333333333,0.967741935483871
"16354","hilarious","hIlEri@s",9,8,629.655172413793,1
"16355","hilariously","hIlEri@sli",11,4.88,693.793103448276,1
"16356","hilarity","hIlar@ti",8,4.94,739.740740740741,0.870967741935484
"16357","hill","hIl",4,10.35,551.333333333333,1
"16358","Hillary","hIl#ri",7,8.42,609.24,0.925925925925926
"16359","hillbilly","hIlbIli",9,5.91,794.851851851852,0.931034482758621
"16360","hills","hIlz",5,9.25,559.354838709677,1
"16361","hillside","hIls!d",8,6.27,712.878787878788,1
"16362","hilltops","hIltAps",8,2.71,688.571428571429,1
"16363","hilly","hIli",5,6.31,665.964285714286,0.96551724137931
"16364","hilt","hIlt",4,6.57,621.133333333333,1
"16365","him","hIm",3,12.82,541.133333333333,1
"16366","Himalayas","hIm@le@z",9,5.59,769.44,0.925925925925926
"16367","himself","hImsElf",7,10.94,660.148148148148,0.964285714285714
"16368","Hinckley","hINkli",8,5.72,1014.68421052632,0.655172413793103
"16369","hind","h!nd",4,9.47,614.84,0.862068965517241
